dist_code,hlcit_code,district,vdc,priority,above_1500,num_hh_damage,pct_damage,target_hh,in_db,map_cd,census_hh_dmg,hh_above_1500,hh_below_1500
524 2 04 20,524 2 04 20 5 049,Sindhuli,Tamajor,t,f,485,,,f,-4,,634,256
524 2 04 20,524 2 04 20 5 050,Sindhuli,Kuseswor Dumja,t,f,638,,,f,-4,,1024,996
524 2 04 21,524 2 04 21 5 029,Ramechhap,Tilpung,t,f,1062,,,f,-4,,536,1120
524 2 04 21,524 2 04 21 5 031,Ramechhap,Bhaluwajor,t,f,0,1,,f,-4,,748,682
524 2 04 21,524 2 04 21 5 032,Ramechhap,Bethan,t,t,1220,,,f,-1,,1122,1058
524 2 04 21,524 2 04 21 5 034,Ramechhap,Gunsi Bhadaure,t,f,1255,,,f,-4,,1324,788
524 2 04 21,524 2 04 21 5 035,Ramechhap,Hiledevi,t,t,763,,,f,-1,,1262,152
524 2 04 21,524 2 04 21 5 036,Ramechhap,Khaniyapani,t,t,833,,,f,-1,,1116,472
524 2 04 21,524 2 04 21 5 037,Ramechhap,Lakhanpur,t,f,1437,,,f,-4,,2392,254
524 2 04 21,524 2 04 21 5 038,Ramechhap,Khandadevi,t,t,820,,,f,-1,,1480,196
524 2 04 21,524 2 04 21 5 039,Ramechhap,Makadum,t,f,477,,,f,-4,,360,484
524 2 04 21,524 2 04 21 5 040,Ramechhap,Majuwa,t,t,435,,,f,-1,,590,316
524 2 04 21,524 2 04 21 5 041,Ramechhap,Pakarbas,t,f,1305,,,f,-4,,530,1824
524 2 04 21,524 2 04 21 5 042,Ramechhap,Rakathum,t,f,455,,,f,-4,,372,1060
524 2 04 21,524 2 04 21 5 043,Ramechhap,Bhirpani,t,f,836,,,f,-4,,434,1094
524 2 04 21,524 2 04 21 5 044,Ramechhap,Gagal Bhadaure,t,f,553,,,f,-4,,654,494
524 2 04 21,524 2 04 21 5 048,Ramechhap,Pinkhuri,t,f,0,1,,f,-4,,468,388
524 2 04 21,524 2 04 21 5 049,Ramechhap,Puranagaun,t,f,725,,,f,-4,,400,870
524 2 04 21,524 2 04 21 5 052,Ramechhap,Gelu,t,f,1515,,,f,-4,,912,1622
524 2 04 21,524 2 04 21 5 054,Ramechhap,Phulasi,t,f,1274,,,f,-4,,1966,602
524 2 04 22,524 2 04 22 5 001,Dolakha,Bhirkot,t,t,972,,,f,-1,,894,310
524 2 04 22,524 2 04 22 5 013,Dolakha,Malu,t,t,938,,,f,-1,,450,718
524 2 04 22,524 2 04 22 5 014,Dolakha,Chyama,t,t,885,,,f,-1,,946,268
524 2 04 22,524 2 04 22 5 016,Dolakha,Japhe,t,t,1285,,,f,-1,,862,786
524 2 04 22,524 2 04 22 5 018,Dolakha,Sahare,t,f,879,,,f,-4,,784,816
524 2 04 22,524 2 04 22 5 019,Dolakha,Melung,t,f,1572,,,f,-4,,614,1058
524 2 04 22,524 2 04 22 5 035,Dolakha,Lamidanda,t,t,1462,,,f,-1,,1354,736
524 2 04 22,524 2 04 22 5 038,Dolakha,Sunkhani,t,t,484,,,f,-1,,2140,248
524 2 05 23,524 2 05 23 5 009,Sindhupalchok,Maneswnara,t,t,775,,,f,-1,,1154,424
524 2 05 23,524 2 05 23 5 015,Sindhupalchok,Dhuskun,t,f,1032,,,f,-4,,1274,244
524 2 05 23,524 2 05 23 5 018,Sindhupalchok,Thokarpa,t,t,2255,,,f,-1,,1556,516
524 2 05 23,524 2 05 23 5 024,Sindhupalchok,Yamunadanda,t,f,552,,,f,-4,,310,476
524 2 05 23,524 2 05 23 5 026,Sindhupalchok,Thum Pakhar,t,f,947,,,f,-4,,1228,766
524 2 05 23,524 2 05 23 5 030,Sindhupalchok,Fulpingdanda,t,f,1350,,,f,-4,,332,1776
524 2 05 23,524 2 05 23 5 033,Sindhupalchok,Batase,t,f,2614,,,f,-4,,1532,772
524 2 05 23,524 2 05 23 5 035,Sindhupalchok,Chautara,t,f,1529,,,f,-4,,2226,1010
524 2 05 23,524 2 05 23 5 036,Sindhupalchok,Pipaldanda,t,f,1810,,,f,-4,,744,830
524 2 05 23,524 2 05 23 5 038,Sindhupalchok,Irkhu,t,f,736,,,f,-4,,1228,274
524 2 05 23,524 2 05 23 5 039,Sindhupalchok,Sanusiruwari,t,f,0,1,,f,-4,,296,1262
524 2 05 24,524 2 05 24 5 019,Kavrepalanchok,Saramthali,t,f,993,,,f,-4,,316,162
524 2 05 24,524 2 05 24 5 020,Kavrepalanchok,Thulo Parsel,t,f,615,,,f,-4,,402,754
524 2 05 24,524 2 05 24 5 022,Kavrepalanchok,Kharpachok,t,t,61,,,f,-1,,150,520
524 2 05 24,524 2 05 24 5 023,Kavrepalanchok,Mangaltar,t,t,802,,,f,-1,,1100,472
524 2 05 24,524 2 05 24 5 025,Kavrepalanchok,Bhimkhori,t,t,1063,,,f,-1,,1606,526
524 2 05 24,524 2 05 24 5 026,Kavrepalanchok,Banakhu Chor,t,f,412,,,f,-4,,734,684
524 2 05 24,524 2 05 24 5 027,Kavrepalanchok,Budhakhani,t,t,486,,,f,-1,,1142,182
524 2 05 24,524 2 05 24 5 028,Kavrepalanchok,Ghartichhap,t,f,411,,,f,-4,,46,776
524 2 05 24,524 2 05 24 5 029,Kavrepalanchok,Gokule,t,f,751,,,f,-4,,612,892
524 2 05 24,524 2 05 24 5 033,Kavrepalanchok,Sikhar Ambote,t,t,722,,,f,-1,,1068,632
524 2 05 24,524 2 05 24 5 034,Kavrepalanchok,Sisakhani,t,t,376,,,f,-1,,554,134
524 2 05 24,524 2 05 24 5 035,Kavrepalanchok,Dapcha Chatrebhanjh,t,t,0,1,,f,-1,,1012,252
524 2 05 24,524 2 05 24 5 036,Kavrepalanchok,Khanalthok,t,t,0,1,,f,-1,,978,1186
524 2 05 24,524 2 05 24 5 038,Kavrepalanchok,Kavre Nitya Chandeswor,t,f,1110,,,f,-4,,1354,730
524 2 05 24,524 2 05 24 5 039,Kavrepalanchok,Mathurapati Fulbari,t,f,0,1,,f,-4,,1348,598
524 2 05 24,524 2 05 24 5 042,Kavrepalanchok,Pokhari Chauri,t,f,815,,,f,-4,,698,598
524 2 05 24,524 2 05 24 5 045,Kavrepalanchok,Milche,t,f,400,,,f,-4,,260,634
524 2 05 24,524 2 05 24 5 046,Kavrepalanchok,Dandagaun,t,f,429,,,f,-4,,586,382
524 2 05 24,524 2 05 24 5 048,Kavrepalanchok,Falemetar,t,t,432,,,f,-1,,1156,180
524 2 05 24,524 2 05 24 5 049,Kavrepalanchok,Saldhara,t,f,446,,,f,-4,,288,634
524 2 05 24,524 2 05 24 5 050,Kavrepalanchok,Salmechakala (Taldhunga),t,f,250,,,f,-4,,28,596
524 2 05 25,524 2 05 25 5 024,Lalitpur,Jharuwarasi,t,f,233,,,f,-4,,448,1424
524 2 05 25,524 2 05 25 5 026,Lalitpur,Godamchaur,t,f,272,,,f,-4,,520,1668
524 2 05 25,524 2 05 25 5 028,Lalitpur,Lamatar,t,f,438,,,f,-4,,2104,1414
524 2 05 25,524 2 05 25 5 041,Lalitpur,Devichour,t,t,149,,,f,-1,,1094,60
524 2 05 26,524 2 05 26 5 001,Bhaktapur,Tathali,t,f,559,,,f,-4,,396,2132
524 2 05 26,524 2 05 26 5 002,Bhaktapur,Sudal,t,f,696,,,f,-4,,1642,1482
524 2 05 26,524 2 05 26 5 003,Bhaktapur,Bageswori,t,f,503,,,f,-4,,1002,1272
524 2 05 26,524 2 05 26 5 005,Bhaktapur,Chhaling,t,f,805,,,f,-4,,1974,1660
524 2 05 26,524 2 05 26 5 011,Bhaktapur,Dadhikot,t,f,1178,,,f,-4,,540,4836
524 2 05 26,524 2 05 26 5 012,Bhaktapur,Kautunje,t,f,2058,,,f,-4,,4502,4882
524 2 05 26,524 2 05 26 5 014,Bhaktapur,Nankhel,t,f,541,,,f,-4,,1608,842
524 2 05 26,524 2 05 26 5 015,Bhaktapur,Sipadol,t,f,1003,,,f,-4,,3520,1036
524 2 05 26,524 2 05 26 5 016,Bhaktapur,Chitapol,t,f,564,,,f,-4,,1620,928
524 2 05 27,524 2 05 27 5 001,Kathmandu,Naglebhare,t,f,250,,,f,-4,,1132,738
524 2 05 27,524 2 05 27 5 002,Kathmandu,Lapsiphedi,t,t,321,,,f,-1,,2130,288
524 2 05 27,524 2 05 27 5 013,Kathmandu,Gagalphedi,t,t,303,,,f,-1,,1480,852
524 2 05 27,524 2 05 27 5 014,Kathmandu,Sundarijal,t,t,142,,,f,-1,,982,112
524 2 05 27,524 2 05 27 5 015,Kathmandu,Nayapati,t,f,445,,,f,-4,,816,2634
524 2 05 27,524 2 05 27 5 016,Kathmandu,Chunikhel,t,t,220,,,f,-1,,706,1012
524 2 05 27,524 2 05 27 5 017,Kathmandu,Kapan,t,t,3123,,,f,-1,,766,23882
524 2 05 27,524 2 05 27 5 018,Kathmandu,Chapali Bhadrakali,t,t,658,,,f,-1,,4332,816
524 2 05 27,524 2 05 27 5 019,Kathmandu,Budanilkantha,t,t,953,,,f,-1,,2246,5204
524 2 05 27,524 2 05 27 5 022,Kathmandu,Baluwa,t,f,311,,,f,-4,,2022,386
524 2 05 27,524 2 05 27 5 024,Kathmandu,Jhor Mahankal,t,t,228,,,f,-1,,1426,320
524 2 05 27,524 2 05 27 5 026,Kathmandu,Tokha Chandeswori,t,t,217,,,f,-1,,542,1140
524 2 05 27,524 2 05 27 5 029,Kathmandu,Kabhresthali,t,f,261,,,f,-4,,1120,894
524 2 05 27,524 2 05 27 5 030,Kathmandu,Sangla,t,t,211,,,f,-1,,938,678
524 2 05 27,524 2 05 27 5 035,Kathmandu,Goldhunga,t,f,968,,,f,-4,,1570,6042
524 2 05 27,524 2 05 27 5 037,Kathmandu,Bhimdhunga,t,t,160,,,f,-1,,1094,144
524 2 05 27,524 2 05 27 5 038,Kathmandu,Ramkot,t,t,497,,,f,-1,,2090,1784
524 2 05 27,524 2 05 27 5 039,Kathmandu,Sitapaila,t,t,1146,,,f,-1,,1126,7922
524 2 05 27,524 2 05 27 5 041,Kathmandu,Seuchatar,t,f,854,,,f,-4,,588,6168
524 2 05 27,524 2 05 27 5 042,Kathmandu,Baad Bhanjyang,t,t,212,,,f,-1,,1290,344
524 2 05 27,524 2 05 27 5 043,Kathmandu,Naikap Purano Bhanjyang,t,f,272,,,f,-4,,408,1700
524 2 05 27,524 2 05 27 5 044,Kathmandu,Thankot,t,f,723,,,f,-4,,2404,3236
524 2 05 28,524 2 05 28 5 054,Nuwakot,Kimtang,t,t,459,,,f,-1,,806,112
524 2 05 28,524 2 05 28 5 057,Nuwakot,Manakamana,t,f,789,,,f,-4,,124,1454
524 2 05 30,524 2 05 30 5 002,Dhading,Katunje,t,f,1812,,,f,-4,,1456,1394
524 2 05 30,524 2 05 30 5 007,Dhading,Dhuwakot,t,t,1340,,,f,-1,,1002,1124
524 2 05 30,524 2 05 30 5 026,Dhading,Nilkantha,t,f,8459,,,f,-4,,1266,9244
524 2 05 30,524 2 05 30 5 027,Dhading,Sangkosh,t,f,0,1,,f,-4,,108,2380
524 2 05 30,524 2 05 30 5 028,Dhading,Salang,t,f,1429,,,f,-4,,924,1356
524 2 05 30,524 2 05 30 5 034,Dhading,Nalang,t,f,2312,,,f,-4,,244,3508
524 2 05 30,524 2 05 30 5 035,Dhading,Sunaula Bazar,t,f,0,1,,f,-4,,2022,1038
524 2 05 30,524 2 05 30 5 038,Dhading,Dhussa,t,f,1418,,,f,-4,,1340,1382
524 2 05 30,524 2 05 30 5 041,Dhading,Baireni,t,t,3070,,,f,-1,,564,5026
524 2 05 30,524 2 05 30 5 042,Dhading,Bhumesthan,t,f,2359,,,f,-4,,1456,2834
524 2 05 30,524 2 05 30 5 043,Dhading,Gajuri,t,t,2150,,,f,-1,,608,3838
524 2 05 30,524 2 05 30 5 044,Dhading,Kiranchok,t,t,1504,,,f,-1,,1390,936
524 2 06 31,524 2 06 31 5 027,Makwanpur,Bhaise,t,f,724,,,f,-4,,1730,1046
524 2 06 31,524 2 06 31 5 038,Makwanpur,Bhimfedi,t,t,561,,,f,-1,,1858,464
524 2 06 31,524 2 06 31 5 039,Makwanpur,Nibuwatar,t,f,606,,,f,-4,,1122,646
524 2 06 31,524 2 06 31 5 043,Makwanpur,Ipa Panchakanya,t,f,501,,,f,-4,,840,78
524 3 07 36,524 3 07 36 5 006,Gorkha,Darbung,t,f,884,,,f,-4,,680,846
524 3 07 36,524 3 07 36 5 010,Gorkha,Bakrang,t,f,866,,,f,-4,,734,852
524 3 07 36,524 3 07 36 5 011,Gorkha,Tanglichok,t,f,838,,,f,-4,,514,1090
524 3 07 36,524 3 07 36 5 012,Gorkha,Ghyalchok,t,f,1396,,,f,-4,,382,2214
524 3 07 36,524 3 07 36 5 014,Gorkha,Makaising,t,f,608,,,f,-4,,126,978
524 3 07 36,524 3 07 36 5 015,Gorkha,Manakamana,t,f,1310,,,f,-4,,416,2368
524 3 07 36,524 3 07 36 5 016,Gorkha,Taklung,t,f,1235,,,f,-4,,320,1922
524 3 07 36,524 3 07 36 5 017,Gorkha,Bhumlichok,t,f,739,,,f,-4,,470,900
524 3 07 36,524 3 07 36 5 022,Gorkha,Kerabari,t,t,601,,,f,-1,,452,692
524 3 07 36,524 3 07 36 5 024,Gorkha,Thalajung,t,t,772,,,f,-1,,452,910
524 3 07 36,524 3 07 36 5 026,Gorkha,Chhoprak,t,t,1707,,,f,-1,,874,2188
524 3 07 36,524 3 07 36 5 028,Gorkha,Gankhu,t,t,807,,,f,-1,,78,1310
524 3 07 36,524 3 07 36 5 032,Gorkha,Shreenathkot,t,t,868,,,f,-1,,398,1144
524 3 07 36,524 3 07 36 5 056,Gorkha,Panchkhuwa Deurali,t,f,589,,,f,-4,,188,872
524 3 07 36,524 3 07 36 5 060,Gorkha,Aaru Arbang,t,f,1292,,,f,-4,,1094,902
524 3 07 36,524 3 07 36 5 064,Gorkha,Takumajh Lakuribot,t,f,637,,,f,-4,,68,1040
524 1 03 13,524 1 03 13 5 020,Okhaldhunga,Harkapur,t,t,733,0.49795361527967258,365,t,0.49795361527967258,,738,490
524 1 03 13,524 1 03 13 5 022,Okhaldhunga,Shreechaur,t,t,717,0.65411436541143653,469,t,0.65411436541143653,,1096,66
524 1 03 13,524 1 03 13 5 047,Okhaldhunga,Gamnangtar,t,f,704,0.890625,627,t,-2,,776,422
524 1 03 13,524 1 03 13 5 051,Okhaldhunga,Tarkerabari,t,t,576,0.87152777777777779,502,t,0.87152777777777779,,284,538
524 1 03 13,524 1 03 13 5 053,Okhaldhunga,Pokali,t,t,785,0.50191082802547771,394,t,0.50191082802547771,,1046,240
524 1 03 13,524 1 03 13 5 055,Okhaldhunga,Khigikati,t,t,509,0.61689587426326131,314,t,0.61689587426326131,,622,82
524 2 04 20,524 2 04 20 5 035,Sindhuli,Jalkanya,t,f,1019,0.81844946025515208,834,t,-2,,516,274
524 2 04 20,524 2 04 20 5 051,Sindhuli,Majhuwa,t,f,856,0.97313084112149528,833,t,-2,,746,306
524 2 04 20,524 2 04 20 5 052,Sindhuli,Purano Jhangajholi,t,f,1788,0.46588366890380312,833,t,-2,,592,1438
524 2 04 21,524 2 04 21 5 017,Ramechhap,Saipu,t,f,688,1.0348837209302326,712,t,-2,,606,626
524 2 04 22,524 2 04 22 5 020,Dolakha,Pawati,t,t,1752,0.86301369863013699,1512,t,0.86301369863013699,,1776,442
524 2 04 22,524 2 04 22 5 026,Dolakha,Ghyang Sukathokar,t,t,1766,0.28312570781426954,500,t,0.28312570781426954,,1728,336
524 2 04 22,524 2 04 22 5 031,Dolakha,Chhetrapa,t,t,637,0.47095761381475665,300,t,0.47095761381475665,,1106,54
524 2 04 22,524 2 04 22 5 048,Dolakha,Fasku,t,t,1849,0.77122769064359109,1426,t,0.77122769064359109,,1554,680
524 2 04 22,524 2 04 22 5 049,Dolakha,Orang,t,t,509,1.1296660117878192,575,t,1.1296660117878192,,880,96
524 2 05 23,524 2 05 23 5 001,Sindhupalchok,Karthali,t,t,1627,0.50153657037492316,816,t,0.50153657037492316,,1530,142
524 2 05 23,524 2 05 23 5 002,Sindhupalchok,Barhabise,t,t,3363,0.074338388343740708,250,t,0.074338388343740708,,1484,1882
524 2 05 23,524 2 05 23 5 012,Sindhupalchok,Tekanpur,t,f,595,0.70924369747899163,422,t,-2,,302,542
524 2 05 23,524 2 05 23 5 013,Sindhupalchok,Tauthali,t,f,1802,,,t,-3,,1284,268
524 2 05 23,524 2 05 23 5 019,Sindhupalchok,Kalika,t,f,1183,0.42265426880811496,500,t,-2,,122,968
524 2 05 23,524 2 05 23 5 027,Sindhupalchok,Pagretar,t,f,1672,0.63277511961722488,1058,t,-2,,232,1292
524 2 05 23,524 2 05 23 5 028,Sindhupalchok,Ramche,t,f,1978,0.17745197168857432,351,t,-2,,1460,538
524 2 05 23,524 2 05 23 5 029,Sindhupalchok,Mankha,t,f,3067,0.60645582001956311,1860,t,-2,,1236,2484
524 2 05 23,524 2 05 23 5 044,Sindhupalchok,Badegau,t,f,2494,0.59582999198075381,1486,t,-2,,984,1336
524 2 05 23,524 2 05 23 5 046,Sindhupalchok,Kunchok,t,f,2243,0.48149799375835933,1080,t,-2,,564,1290
524 2 05 23,524 2 05 23 5 047,Sindhupalchok,Sipal Kavre,t,t,1433,0.28262386601535239,405,t,0.28262386601535239,,1072,144
524 2 05 23,524 2 05 23 5 049,Sindhupalchok,Fulpingkot,t,f,0,1,2057,t,-2,,1470,338
524 2 05 23,524 2 05 23 5 050,Sindhupalchok,Jalbire,t,t,1327,,,t,-3,,502,720
524 2 05 23,524 2 05 23 5 053,Sindhupalchok,Baramchi,t,t,691,,,t,-3,,1292,118
524 2 05 23,524 2 05 23 5 059,Sindhupalchok,Mahankal,t,t,2379,0.53551912568306015,1274,t,0.53551912568306015,,1552,496
524 2 05 23,524 2 05 23 5 060,Sindhupalchok,Talamarang,t,t,0,1,906,t,1,,766,666
524 2 05 23,524 2 05 23 5 061,Sindhupalchok,Melamchi,t,f,0,1,1160,t,-2,,524,1834
524 2 05 23,524 2 05 23 5 064,Sindhupalchok,Thampal Chhap,t,t,1942,0.10504634397528322,204,t,0.10504634397528322,,1066,578
524 2 05 23,524 2 05 23 5 072,Sindhupalchok,Pangtang,t,t,1215,1.0502057613168725,1276,t,1.0502057613168725,,906,68
524 2 05 23,524 2 05 23 5 075,Sindhupalchok,Jyamire,t,t,0,1,595,t,1,,1800,598
524 2 05 23,524 2 05 23 5 077,Sindhupalchok,Bhote Namlang,t,t,776,1.0244845360824741,795,t,1.0244845360824741,,1278,306
524 2 05 24,524 2 05 24 3 002,Kavrepalanchok,Panauti Municipality,t,t,3023,0.034733708236850812,105,t,0.034733708236850812,,11490,396
524 2 05 24,524 2 05 24 5 012,Kavrepalanchok,Kuruwas Chapakhori,t,t,687,0.31295487627365359,215,t,0.31295487627365359,,914,254
524 2 05 24,524 2 05 24 5 013,Kavrepalanchok,Kanpur Kalapani,t,t,1041,0.21902017291066284,228,t,0.21902017291066284,,1680,164
524 2 05 24,524 2 05 24 5 037,Kavrepalanchok,Daraune Pokhari,t,t,0,1,581,t,1,,800,490
524 2 05 24,524 2 05 24 5 040,Kavrepalanchok,Patalekhet,t,f,991,1.060544904137235,1051,t,-2,,770,842
524 2 05 24,524 2 05 24 5 052,Kavrepalanchok,Chyamrangbesi,t,t,0,1,366,t,1,,462,146
524 2 05 24,524 2 05 24 5 055,Kavrepalanchok,Ugrachandi Nala,t,t,1548,1.0155038759689923,1572,t,1.0155038759689923,,2436,452
524 2 05 24,524 2 05 24 5 061,Kavrepalanchok,Nayagaun Deupur,t,f,1276,0.080721003134796243,103,t,-2,,630,1272
524 2 05 24,524 2 05 24 5 071,Kavrepalanchok,Jyamdi Mandan,t,f,1200,1.0616666666666668,1274,t,-2,,258,1922
524 2 05 24,524 2 05 24 5 074,Kavrepalanchok,Kolati Bhumlu,t,f,365,3.6273972602739728,1324,t,-2,,132,500
524 2 05 24,524 2 05 24 5 075,Kavrepalanchok,Bhumlutar,t,f,588,1.0663265306122449,627,t,-2,,380,678
524 2 05 24,524 2 05 24 5 082,Kavrepalanchok,Falate Bhumlu,t,f,315,1.2730158730158729,401,t,-2,,268,338
524 2 05 24,524 2 05 24 5 084,Kavrepalanchok,Saping,t,f,365,1.3698630136986301,500,t,-2,,774,798
524 2 05 24,524 2 05 24 5 087,Kavrepalanchok,Simthali,t,t,400,2.4024999999999999,961,t,2.4024999999999999,,480,220
524 2 05 25,524 2 05 25 5 022,Lalitpur,Chapagaun,t,f,926,0.0010799136069114472,1,t,-2,,2944,4476
524 2 05 25,524 2 05 25 5 025,Lalitpur,Godawari,t,f,452,3.2433628318584069,1466,t,-2,,2322,1328
524 2 05 25,524 2 05 25 5 029,Lalitpur,Lubhu,t,f,586,2.9641638225255971,1737,t,-2,,1548,3182
524 2 05 26,524 2 05 26 5 006,Bhaktapur,Changunarayan,t,f,609,4.8423645320197046,2949,t,-2,,2162,586
524 2 05 26,524 2 05 26 5 013,Bhaktapur,Gundu,t,f,553,1.135623869801085,628,t,-2,,1432,1082
524 2 05 27,524 2 05 27 3 002,Kathmandu,Kirtipur Municipality,t,f,4829,0.036239387036653553,175,t,-2,,2408,36474
524 2 05 27,524 2 05 27 5 003,Kathmandu,Bajrayogini (Sankhu),t,t,244,2.9098360655737703,710,t,2.9098360655737703,,1328,528
524 2 05 27,524 2 05 27 5 004,Kathmandu,Suntol,t,t,266,2.6691729323308269,710,t,2.6691729323308269,,1286,756
524 2 05 27,524 2 05 27 5 036,Kathmandu,Ichang Narayan,t,t,1592,2.3329145728643215,3714,t,2.3329145728643215,,7920,4656
524 2 05 28,524 2 05 28 5 012,Nuwakot,Madanpur,t,t,1738,0.46432681242807827,807,t,0.46432681242807827,,1238,2238
524 2 05 28,524 2 05 28 5 016,Nuwakot,Samundradevi,t,t,700,0.52428571428571424,367,t,0.52428571428571424,,644,756
524 2 05 28,524 2 05 28 5 017,Nuwakot,Likhu,t,t,557,1.3518850987432676,753,t,1.3518850987432676,,900,214
524 2 05 28,524 2 05 28 5 019,Nuwakot,Sikre,t,t,370,1.345945945945946,498,t,1.345945945945946,,380,360
524 2 05 28,524 2 05 28 5 026,Nuwakot,Thaprek,t,t,760,0.42236842105263156,321,t,0.42236842105263156,,1026,494
524 2 05 28,524 2 05 28 5 032,Nuwakot,Samundratar,t,t,450,1.1955555555555555,538,t,1.1955555555555555,,410,490
524 2 05 28,524 2 05 28 5 042,Nuwakot,Lachyang,t,t,876,1.2899543378995433,1130,t,1.2899543378995433,,1430,322
524 2 05 28,524 2 05 28 5 044,Nuwakot,Budhasing,t,f,677,0.40915805022156571,277,t,-2,,200,1154
524 2 05 28,524 2 05 28 5 045,Nuwakot,Charghare,t,f,1190,1.2184873949579831,1450,t,-2,,546,1834
524 2 05 28,524 2 05 28 5 047,Nuwakot,Gorsyang,t,f,772,0.64507772020725385,498,t,-2,,572,972
524 2 05 28,524 2 05 28 5 048,Nuwakot,Khadag Bhanjyang,t,f,1412,0.43767705382436262,618,t,-2,,174,2650
524 2 05 28,524 2 05 28 5 061,Nuwakot,Tupche,t,f,1269,0.2364066193853428,300,t,-2,,322,2236
524 2 05 29,524 2 05 29 5 005,Rasuwa,Bhorle,t,t,1417,2.0606916019760058,2920,t,2.0606916019760058,,1304,1064
524 2 05 29,524 2 05 29 5 006,Rasuwa,Dhaibung,t,t,1277,1.1135473766640565,1422,t,1.1135473766640565,,1672,546
524 2 05 29,524 2 05 29 5 007,Rasuwa,Laharepouwa,t,t,1302,1.1720430107526882,1526,t,1.1720430107526882,,906,1200
524 2 05 29,524 2 05 29 5 009,Rasuwa,Dandagoun,t,t,603,2.5754560530679935,1553,t,2.5754560530679935,,874,84
524 2 05 29,524 2 05 29 5 010,Rasuwa,Thulogoun,t,t,393,1.0203562340966921,401,t,1.0203562340966921,,100,534
524 2 05 30,524 2 05 30 5 003,Dhading,Marpak,t,f,1050,0.9838095238095238,1033,t,-2,,702,996
524 2 05 30,524 2 05 30 5 004,Dhading,Satyadevi,t,t,926,1.0442764578833694,967,t,1.0442764578833694,,820,700
524 2 05 30,524 2 05 30 5 009,Dhading,Baseri,t,t,1072,1.017723880597015,1091,t,1.017723880597015,,892,826
524 2 05 30,524 2 05 30 5 011,Dhading,Gumdi,t,f,1431,1,1431,t,-2,,1228,990
524 2 05 30,524 2 05 30 5 014,Dhading,Salyankot,t,f,1403,0.95652173913043481,1342,t,-2,,176,2070
524 2 05 30,524 2 05 30 5 018,Dhading,Ree Gaun,t,t,1701,1.0346854791299236,1760,t,1.0346854791299236,,2106,114
524 2 05 30,524 2 05 30 5 023,Dhading,Jyamrung,t,f,2057,0.48614487117160915,1000,t,-2,,852,2454
524 2 05 30,524 2 05 30 5 031,Dhading,Kalleri,t,f,2367,0.13519222644697929,320,t,-2,,820,3022
524 2 05 30,524 2 05 30 5 032,Dhading,Khalte,t,f,1921,0.21082769390942219,405,t,-2,,1684,1448
524 2 05 30,524 2 05 30 5 039,Dhading,Jogimara,t,f,1701,0.35273368606701938,600,t,-2,,990,1894
524 2 05 30,524 2 05 30 5 047,Dhading,Chhatredeurali,t,f,2303,0.13460703430308293,310,t,-2,,1288,2022
524 2 06 31,524 2 06 31 5 023,Makwanpur,Khairang,t,f,338,0.53550295857988162,181,t,-2,,948,218
524 2 06 31,524 2 06 31 5 026,Makwanpur,Namtar,t,t,510,0.67254901960784319,343,t,0.67254901960784319,,2456,962
524 2 06 31,524 2 06 31 5 028,Makwanpur,Dandakharka,t,f,782,0.45396419437340152,355,t,-2,,1310,130
524 2 06 31,524 2 06 31 5 031,Makwanpur,Gogane,t,t,1179,0.64461407972858353,760,t,0.64461407972858353,,1532,434
524 2 06 31,524 2 06 31 5 032,Makwanpur,Agara,t,t,2970,0.76868686868686864,2283,t,0.76868686868686864,,2814,330
524 2 06 31,524 2 06 31 5 037,Makwanpur,Kulekhani,t,t,827,0.83796856106408701,693,t,0.83796856106408701,,1066,274
524 3 07 36,524 3 07 36 5 019,Gorkha,Hansapur,t,t,1018,1.0461689587426326,1065,t,1.0461689587426326,,1664,184
524 3 07 36,524 3 07 36 5 023,Gorkha,Kharibot,t,t,577,1.0190641247833623,588,t,1.0190641247833623,,928,148
524 3 07 36,524 3 07 36 5 035,Gorkha,Simjung,t,t,915,0.99781420765027318,913,t,0.99781420765027318,,466,1216
524 3 07 36,524 3 07 36 5 036,Gorkha,Muchhok,t,t,1005,1.0228855721393035,1028,t,1.0228855721393035,,488,1310
524 3 07 36,524 3 07 36 5 049,Gorkha,Manbu,t,t,1765,1.0260623229461756,1811,t,1.0260623229461756,,2516,260
524 3 07 36,524 3 07 36 5 050,Gorkha,Thumi,t,t,1230,0.9626016260162602,1184,t,0.9626016260162602,,1246,914
524 3 07 36,524 3 07 36 5 061,Gorkha,Saurpani,t,t,1535,1,1535,t,1,,2190,460
524 3 07 36,524 3 07 36 5 062,Gorkha,Swara,t,t,891,1.0448933782267116,931,t,1.0448933782267116,,1312,258
