dist_code,hlcit_code,district,vdc,priority,above_1500,num_hh_damage,pct_damage,target_hh,in_db,map_cd,census_hh_dmg,hh_above_1500,hh_below_1500
524 2 05 24,524 2 05 24 5 079,Kavrepalanchok,Hokse Bazar,t,f,0,1,,f,-4,,,1940
524 2 05 25,524 2 05 25 5 034,Lalitpur,Khokana,t,f,262,,,f,-4,,,2112
524 2 04 20,524 2 04 20 5 031,Sindhuli,Hatpate,t,f,262,,,f,-4,,,3246
524 2 04 20,524 2 04 20 5 039,Sindhuli,Hariharpur Gadhi,t,f,524,,,f,-4,,,1416
524 2 04 20,524 2 04 20 5 043,Sindhuli,Pipalmadi,t,f,378,,,f,-4,,,2598
524 2 04 21,524 2 04 21 5 004,Ramechhap,Sunarpani,t,f,0,1,,f,-4,,,1000
524 2 04 21,524 2 04 21 5 030,Ramechhap,Manthali,t,f,514,,,f,-4,,,4036
524 2 04 21,524 2 04 21 5 047,Ramechhap,Chisapani,t,f,689,,,f,-4,,,1372
524 2 05 23,524 2 05 23 5 037,Sindhupalchok,Kubhinde,t,f,951,,,f,-4,,,1386
524 2 05 24,524 2 05 24 5 077,Kavrepalanchok,Dewabhumi Baluwa,t,f,0,1,,f,-4,,,3156
524 2 05 25,524 2 05 25 5 030,Lalitpur,Tikathali,t,f,602,,,f,-4,,,4848
524 2 05 25,524 2 05 25 5 033,Lalitpur,Sainbu,t,f,1241,,,f,-4,,,10006
524 2 05 25,524 2 05 25 5 040,Lalitpur,Dhapakhel,t,f,787,,,f,-4,,,6356
524 2 05 26,524 2 05 26 3 001,Bhaktapur,Bhaktapur Municipality,t,f,8260,,,f,-4,,,35278
524 2 04 22,524 2 04 22 5 012,Dolakha,Suri,t,t,816,,,f,-1,,1468,
524 2 05 28,524 2 05 28 5 023,Nuwakot,Gaunkharka,t,t,628,,,f,-1,,1256,
524 2 04 21,524 2 04 21 5 026,Ramechhap,Nagdaha,t,t,886,,,f,-1,,1554,
524 2 04 21,524 2 04 21 5 050,Ramechhap,Dadhuwa,t,t,727,,,f,-1,,2032,
524 1 03 13,524 1 03 13 5 049,Okhaldhunga,Raniban,t,t,497,,,f,-1,,578,230
524 2 04 20,524 2 04 20 5 013,Sindhuli,Harsahi,t,f,265,,,f,-4,,,1946
524 2 04 20,524 2 04 20 5 016,Sindhuli,Sirthouli,t,f,273,,,f,-4,,,3346
524 2 04 21,524 2 04 21 5 046,Ramechhap,Chanakhu,t,f,521,,,f,-4,,304,648
524 2 04 22,524 2 04 22 5 002,Dolakha,Gairimudi,t,t,1271,,,f,-1,,2000,258
524 2 05 23,524 2 05 23 5 021,Sindhupalchok,Thulo Dhading,t,t,1098,,,f,-1,,890,128
524 2 05 23,524 2 05 23 5 045,Sindhupalchok,Bhimtar,t,f,2131,,,f,-4,,,1784
524 2 05 24,524 2 05 24 5 085,Kavrepalanchok,Sathighar Bhagawati,t,f,0,1,,f,-4,,,1300
524 2 05 25,524 2 05 25 5 035,Lalitpur,Sunakothi,t,f,595,,,f,-4,,,4794
524 2 05 27,524 2 05 27 5 005,Kathmandu,Pukhulachhi,t,f,153,,,f,-4,,,1192
524 2 05 27,524 2 05 27 5 008,Kathmandu,Daanchhi,t,f,666,,,f,-4,,,5186
